Block Id, Timestamp
363121,2012-04-06 10:13:24.78
363122,2012-04-06 10:14:31.294
363122,2012-04-06 10:15:21.727
363132,2012-04-06 10:20:36.399
363132,2012-04-06 10:23:07.759
363121,2012-04-06 10:26:08.192
363131,2012-04-06 10:27:53.942
363132,2012-04-06 10:32:54.927
363131,2012-04-06 10:33:53.3
363122,2012-04-06 10:35:37.168
363132,2012-04-06 10:37:07.214
363131,2012-04-06 10:37:15.802
363131,2012-04-06 10:39:48.753
363131,2012-04-06 10:44:47.208
363131,2012-04-06 10:45:38.657
363132,2012-04-06 10:46:23.186
363131,2012-04-06 10:47:23.596
363132,2012-04-06 10:48:08.157
363132,2012-04-06 10:49:02.631
363131,2012-04-06 10:49:11.125
363131,2012-04-06 10:50:52.909
363132,2012-04-06 10:56:44.009
363132,2012-04-06 10:58:28.118
363122,2012-04-06 11:01:12.894
363122,2012-04-06 11:02:57.003
363121,2012-04-06 11:03:11.243
363121,2012-04-06 11:05:48.097
363122,2012-04-06 11:06:25.928
363121,2012-04-06 11:06:40.168
363122,2012-04-06 11:07:17.953
363122,2012-04-06 11:08:10.132
363122,2012-04-06 11:14:42.07
363122,2012-04-06 11:20:00.91
847042,2012-04-06 11:20:20.782
847041,2012-04-06 11:23:56.505
363121,2012-04-06 11:27:16.579
326071,2012-04-06 11:30:35.371
363121,2012-04-06 11:32:51.118
847041,2012-04-06 11:33:08.683
363122,2012-04-06 11:33:25.186
363121,2012-04-06 11:33:38.255
363121,2012-04-06 11:46:25.108
847041,2012-04-06 11:47:07.621
847041,2012-04-06 11:47:55.573
363121,2012-04-06 11:48:03.208
847041,2012-04-06 11:48:42.759
363121,2012-04-06 11:51:13.103
363122,2012-04-06 11:51:35.479
363121,2012-04-06 11:52:00.414
363122,2012-04-06 11:52:22.775
363122,2012-04-06 11:53:13.75
562231,2012-04-06 11:53:20.668
542302,2012-04-06 11:54:18.467
363131,2012-04-06 12:00:53.95
363131,2012-04-06 12:01:41.572
363121,2012-04-06 12:01:57.982
562262,2012-04-06 12:02:01.683
847041,2012-04-06 12:02:15.735
363131,2012-04-06 12:02:31.689
847042,2012-04-06 12:03:01.591
363131,2012-04-06 12:03:19.656
326082,2012-04-06 12:04:53.803
363131,2012-04-06 12:04:59.88
326052,2012-04-06 12:06:52.012
363132,2012-04-06 12:07:16.919
363131,2012-04-06 12:07:27.303
363122,2012-04-06 12:07:30.567
363132,2012-04-06 12:08:05.436
363131,2012-04-06 12:11:54.979
847041,2012-04-06 12:12:31.922
363132,2012-04-06 12:15:01.676
363132,2012-04-06 12:20:01.098
847041,2012-04-06 12:21:33.287
847042,2012-04-06 12:22:17.77
326082,2012-04-06 12:25:42.297
542301,2012-04-06 12:26:02.486
363131,2012-04-06 12:28:54.802
847041,2012-04-06 12:30:22.488
363131,2012-04-06 12:30:34.698
363121,2012-04-06 12:31:41.821
562262,2012-04-06 12:31:45.569
363132,2012-04-06 12:32:57.874
847041,2012-04-06 12:33:42.513
585031,2012-04-06 12:35:31.877
363122,2012-04-06 12:35:32.892
326081,2012-04-06 12:40:07.485
363122,2012-04-06 12:40:32.281
363121,2012-04-06 12:40:45.569
363122,2012-04-06 12:41:33.345
363121,2012-04-06 12:41:50.252
363132,2012-04-06 12:44:36.796
363132,2012-04-06 12:46:13.698
847042,2012-04-06 12:47:53.234
546271,2012-04-06 12:48:39.435
363122,2012-04-06 12:49:04.325
363132,2012-04-06 12:53:18.427
363131,2012-04-06 12:56:24.521
363132,2012-04-06 12:58:43.189
326082,2012-04-06 13:00:32.09
363131,2012-04-06 13:00:38.57
363131,2012-04-06 13:01:31.203
363122,2012-04-06 13:01:34.623
363122,2012-04-06 13:05:09.054
363121,2012-04-06 13:05:23.747
363131,2012-04-06 13:10:29.304
363121,2012-04-06 13:10:47.799
847041,2012-04-06 13:12:20.018
363131,2012-04-06 13:12:32.77
363121,2012-04-06 13:12:50.897
326022,2012-04-06 13:12:57.611
562261,2012-04-06 13:12:59.484
546272,2012-04-06 13:14:04.398
562231,2012-04-06 13:22:02.176
363132,2012-04-06 13:22:35.2
847041,2012-04-06 13:24:17.972
363121,2012-04-06 13:24:47.918
363132,2012-04-06 13:27:07.175
363131,2012-04-06 13:27:15.592
363121,2012-04-06 13:28:26.217
363132,2012-04-06 13:28:53.865
363122,2012-04-06 13:29:59.017
326081,2012-04-06 13:31:15.496
363132,2012-04-06 13:32:20.512
363131,2012-04-06 13:32:28.913
472281,2012-04-06 13:32:52.719
363131,2012-04-06 13:35:14.853
363122,2012-04-06 13:37:12.106
542301,2012-04-06 13:38:15.856
363132,2012-04-06 13:39:37.944
363132,2012-04-06 13:40:31.978
363132,2012-04-06 13:41:24.468
363132,2012-04-06 13:42:18.184
363132,2012-04-06 13:43:11.631
363121,2012-04-06 13:43:17.072
847031,2012-04-06 13:44:06.3
363121,2012-04-06 13:44:09.366
363122,2012-04-06 13:44:32.815
363121,2012-04-06 13:45:01.762
363122,2012-04-06 13:45:27.012
326052,2012-04-06 13:48:15.74
363132,2012-04-06 13:48:28.746
363121,2012-04-06 13:48:33.78
326032,2012-04-06 13:48:50.672
847031,2012-04-06 13:55:36.357
363121,2012-04-06 13:56:34.813
326022,2012-04-06 13:56:41.861
562231,2012-04-06 13:58:03.983
326022,2012-04-06 13:58:32.68
363122,2012-04-06 13:59:44.824
542302,2012-04-06 13:59:58.348
326022,2012-04-06 14:03:50.66
363122,2012-04-06 14:05:53.032
562231,2012-04-06 14:06:00.649
326062,2012-04-06 14:07:25.255
363122,2012-04-06 14:07:38.339
326022,2012-04-06 14:08:13.874
363122,2012-04-06 14:08:31.568
326081,2012-04-06 14:10:56.71
363131,2012-04-06 14:11:49.797
363121,2012-04-06 14:16:42.437
585061,2012-04-06 14:18:09.902
363121,2012-04-06 14:18:28.759
363122,2012-04-06 14:19:06.177
363121,2012-04-06 14:19:20.596
585032,2012-04-06 14:21:05.322
363121,2012-04-06 14:21:10.497
847041,2012-04-06 14:21:32.981
847041,2012-04-06 14:23:20.381
502282,2012-04-06 14:23:35.349
363121,2012-04-06 14:23:51.332
681251,2012-04-06 14:27:24.766
363131,2012-04-06 14:30:46.711
363132,2012-04-06 14:33:03.393
363121,2012-04-06 14:33:08.061
326062,2012-04-06 14:37:45.349
363121,2012-04-06 14:38:30.388
363131,2012-04-06 14:38:52.334
363132,2012-04-06 14:42:36.844
585032,2012-04-06 14:43:01.475
363121,2012-04-06 14:45:00.483
363121,2012-04-06 14:45:57.322
326082,2012-04-06 14:47:24.201
363122,2012-04-06 14:47:34.983
585032,2012-04-06 14:48:41.979
562231,2012-04-06 14:54:21.07
363131,2012-04-06 14:55:05.127
472281,2012-04-06 14:58:06.44
585061,2012-04-06 15:00:28.438
585031,2012-04-06 15:00:31.915
363122,2012-04-06 15:00:33.191
363121,2012-04-06 15:00:48.969
562252,2012-04-06 15:00:49.811
363121,2012-04-06 15:03:36.563
585061,2012-04-06 15:04:12.596
363122,2012-04-06 15:04:17.181
363121,2012-04-06 15:04:32.86
363122,2012-04-06 15:05:13.789
363122,2012-04-06 15:07:08.393
585061,2012-04-06 15:10:42.833
363121,2012-04-06 15:11:02.654
363121,2012-04-06 15:12:53.495
847011,2012-04-06 15:16:09.302
363122,2012-04-06 15:19:16.337
363121,2012-04-06 15:19:31.285
363121,2012-04-06 15:20:27.725
363122,2012-04-06 15:22:04.475
363121,2012-04-06 15:24:11.8
363121,2012-04-06 15:28:55.964
472281,2012-04-06 15:29:02.231
363121,2012-04-06 15:36:33.036
363122,2012-04-06 15:44:14.173
562231,2012-04-06 15:45:16.786
363121,2012-04-06 15:45:37.647
542302,2012-04-06 15:49:11.163
681251,2012-04-06 15:50:51.139
562252,2012-04-06 15:58:35.426
363121,2012-04-06 16:03:08.78
363122,2012-04-06 16:05:30.783
363121,2012-04-06 16:05:47.529
363131,2012-04-06 16:06:19.396
363132,2012-04-06 16:07:03.186
363121,2012-04-06 16:08:25.209
585052,2012-04-06 16:08:28.696
847041,2012-04-06 16:08:44.717
363132,2012-04-06 16:08:48.6
363121,2012-04-06 16:09:18.448
472281,2012-04-06 16:09:24.798
363122,2012-04-06 16:09:54.481
363132,2012-04-06 16:10:35.963
616241,2012-04-06 16:11:10.717
363122,2012-04-06 16:11:27.503
363121,2012-04-06 16:11:42.619
363131,2012-04-06 16:13:13.687
847032,2012-04-06 16:13:56.214
363122,2012-04-06 16:14:14.49
363121,2012-04-06 16:14:30.409
363121,2012-04-06 16:15:29.662
585052,2012-04-06 16:15:33.438
363131,2012-04-06 16:17:06.886
363122,2012-04-06 16:17:10.737
363131,2012-04-06 16:18:11.766
847011,2012-04-06 16:20:55.888
363131,2012-04-06 16:21:11.307
847011,2012-04-06 16:22:48.858
363121,2012-04-06 16:23:22.288
585041,2012-04-06 16:24:45.137
363121,2012-04-06 16:32:17.109
847031,2012-04-06 16:34:05.201
363121,2012-04-06 16:35:04.345
363121,2012-04-06 16:35:58.764
546271,2012-04-06 16:36:09.008
363121,2012-04-06 16:36:54.521
562241,2012-04-06 16:41:15.911
326062,2012-04-06 16:47:05.989
363131,2012-04-06 16:47:26.861
363131,2012-04-06 16:49:16.945
847031,2012-04-06 16:49:32.305
363122,2012-04-06 16:51:09.058
585041,2012-04-06 16:52:48.045
363121,2012-04-06 16:54:08.934
363131,2012-04-06 16:55:40.448
363121,2012-04-06 16:55:59.072
363121,2012-04-06 16:56:36.046
363121,2012-04-06 16:58:31.186
585032,2012-04-06 16:59:22.304
363121,2012-04-06 16:59:27.847
363121,2012-04-06 17:00:24.341
585041,2012-04-06 17:04:32.309
363122,2012-04-06 17:05:40.599
363121,2012-04-06 17:08:34.719
585051,2012-04-06 17:08:50.268
363122,2012-04-06 17:11:05.253
502262,2012-04-06 17:12:42.928
363121,2012-04-06 17:14:06.231
363121,2012-04-06 17:15:00.124
681251,2012-04-06 17:16:40.158
585042,2012-04-06 17:21:36.033
363121,2012-04-06 17:30:38.43
363122,2012-04-06 17:31:11.875
562242,2012-04-06 17:31:28.253
363122,2012-04-06 17:33:42.015
363122,2012-04-06 17:36:59.672
363121,2012-04-06 17:38:54.011
585041,2012-04-06 17:40:54.268
585032,2012-04-06 17:41:42.765
325032,2012-04-06 17:42:03.952
326032,2012-04-06 17:42:16.318
363121,2012-04-06 17:42:36.632
562252,2012-04-06 17:42:37.288
585031,2012-04-06 17:43:12.167
847031,2012-04-06 17:43:23.878
363121,2012-04-06 17:43:26.703
562241,2012-04-06 17:45:45.949
363121,2012-04-06 17:45:54.193
363121,2012-04-06 17:46:43.438
363122,2012-04-06 17:50:58.315
681251,2012-04-06 17:52:58.488
363121,2012-04-06 17:54:12.869
562241,2012-04-06 17:59:54.716
847031,2012-04-06 18:01:12.745
562262,2012-04-06 18:01:19.396
847041,2012-04-06 18:01:59.389
562241,2012-04-06 18:18:19.762
326062,2012-04-06 18:32:35.007
585061,2012-04-06 18:38:54.458
847031,2012-04-06 18:53:14.261
585052,2012-04-06 19:05:36.088
363121,2012-04-06 19:16:04.293
363121,2012-04-06 19:16:52.642
585041,2012-04-06 19:21:20.132
363122,2012-04-06 19:26:37.143
585052,2012-04-06 19:35:49.695
562262,2012-04-06 19:40:58.655
363122,2012-04-06 19:46:34.154
326082,2012-04-06 19:47:16.384
585032,2012-04-06 19:49:14.217
585041,2012-04-06 19:49:43.078
326052,2012-04-06 19:52:39.24
363121,2012-04-06 19:53:33.857
585052,2012-04-06 19:53:37.041
363121,2012-04-06 19:54:24.468
363121,2012-04-06 19:55:15.688
562242,2012-04-06 19:56:05.421
363122,2012-04-06 20:02:50.49
326032,2012-04-06 20:03:35.727
363121,2012-04-06 20:04:01.395
363122,2012-04-06 20:04:41.336
363121,2012-04-06 20:04:56.774
363122,2012-04-06 20:06:34.728
502282,2012-04-06 20:11:36.238
562252,2012-04-06 20:25:17.058
847041,2012-04-06 20:26:32.469
363121,2012-04-06 20:28:04.349
363122,2012-04-06 20:30:37.143
847031,2012-04-06 20:34:35.568
363121,2012-04-06 20:37:27.533
585041,2012-04-06 20:39:45.68
363121,2012-04-06 20:40:16.164
363121,2012-04-06 20:41:13.253
326071,2012-04-06 20:49:23.506
363122,2012-04-06 20:50:57.791
363122,2012-04-06 20:52:54.449
502271,2012-04-06 20:54:03.586
363122,2012-04-06 20:55:46.23
542302,2012-04-06 20:57:36.821
363122,2012-04-06 20:59:56.717
363121,2012-04-06 21:00:14.812
363122,2012-04-06 21:00:55.348
363122,2012-04-06 21:03:01.772
363121,2012-04-06 21:03:21.443
847041,2012-04-06 21:03:45.723
363122,2012-04-06 21:04:07.803
363131,2012-04-06 21:09:32.846
847042,2012-04-06 21:11:21.908
363131,2012-04-06 21:13:01.146
847031,2012-04-06 21:14:40.891
326072,2012-04-06 21:17:40.681
363121,2012-04-06 21:19:02.279
847042,2012-04-06 21:19:36.281
326072,2012-04-06 21:25:09.824
363122,2012-04-06 21:26:16.593
363122,2012-04-06 21:27:38.849
363131,2012-04-06 21:29:23.159
363122,2012-04-06 21:31:53.465
326072,2012-04-06 21:36:05.563
363131,2012-04-06 21:36:45.665
363131,2012-04-06 21:37:50.284
363132,2012-04-06 21:38:42.641
363131,2012-04-06 21:38:57.794
363121,2012-04-06 21:39:04.892
326062,2012-04-06 21:40:24.348
585032,2012-04-06 21:43:01.812
363121,2012-04-06 21:45:17.54
585031,2012-04-06 21:46:00.366
847031,2012-04-06 21:48:25.61
363132,2012-04-06 21:52:15.892
363131,2012-04-06 21:52:27.086
363132,2012-04-06 21:54:27.151
326082,2012-04-06 22:02:36.649
363121,2012-04-06 22:09:45.798
326072,2012-04-06 22:11:42.226
585061,2012-04-06 22:28:01.739
363122,2012-04-06 22:28:08.724
363122,2012-04-06 22:29:12.586
585061,2012-04-06 22:30:11.076
363122,2012-04-06 22:31:20.496
363122,2012-04-06 22:38:02.317
363122,2012-04-06 22:39:07.903
562261,2012-04-06 22:40:58.194
363122,2012-04-06 22:43:39.869
363122,2012-04-06 22:44:43.652
616231,2012-04-06 22:45:34.284
847041,2012-04-06 22:47:12.266
363121,2012-04-06 23:03:42.244
363122,2012-04-06 23:08:56.293
502282,2012-04-06 23:11:02.669
542301,2012-04-06 23:11:20.007
542301,2012-04-06 23:15:10.857
326072,2012-04-06 23:22:21.864
363122,2012-04-06 23:22:22.181
562261,2012-04-06 23:28:37.285
847031,2012-04-06 23:37:16.498
847042,2012-04-06 23:38:10.359
847042,2012-04-06 23:39:16.707
326052,2012-04-06 23:40:16.586
325031,2012-04-06 23:43:22.5
363121,2012-04-06 23:47:42.298
847042,2012-04-06 23:49:15.649
363121,2012-04-06 23:56:18.379
847041,2012-04-07 00:11:27.73
325032,2012-04-07 00:15:36.699
847041,2012-04-07 00:22:54.569
847011,2012-04-07 00:24:01.566
363121,2012-04-07 01:00:55.901
363131,2012-04-07 01:02:40.382
363132,2012-04-07 01:03:33.73
363131,2012-04-07 01:04:48.138
542301,2012-04-07 01:14:24.211
847041,2012-04-07 01:14:55.59
363131,2012-04-07 01:15:11.019
363132,2012-04-07 01:16:04.094
363131,2012-04-07 01:19:27.573
363131,2012-04-07 01:20:31.649
363131,2012-04-07 01:25:52.758
363132,2012-04-07 01:27:06.189
363131,2012-04-07 01:27:17.008
363131,2012-04-07 01:31:33.216
363131,2012-04-07 01:32:37.623
363131,2012-04-07 01:34:45.77
363131,2012-04-07 01:35:49.846
363131,2012-04-07 01:49:34.112
363132,2012-04-07 01:50:27.494
363131,2012-04-07 02:00:44.424
546272,2012-04-07 02:31:19.026
363121,2012-04-07 02:33:06.601
847041,2012-04-07 02:37:49.262
363131,2012-04-07 02:41:18.554
847041,2012-04-07 02:42:59.728
363131,2012-04-07 02:43:15.373
363131,2012-04-07 02:49:43.175
363131,2012-04-07 02:50:47.629
363131,2012-04-07 02:52:57.026
363131,2012-04-07 04:00:56.293
363132,2012-04-07 04:01:46.065
363131,2012-04-07 04:04:55.915
363131,2012-04-07 04:08:55.358
363132,2012-04-07 04:19:17.369
363132,2012-04-07 04:20:17.243
363131,2012-04-07 04:25:26.421
363131,2012-04-07 04:28:26.825
363131,2012-04-07 04:36:28.17
363131,2012-04-07 04:49:03.744
363131,2012-04-07 04:50:03.391
363131,2012-04-07 04:56:02.145
363131,2012-04-07 08:12:17.212
363131,2012-04-07 08:13:19.61
363131,2012-04-07 08:15:25.357
363132,2012-04-07 08:23:40.884
363131,2012-04-07 08:23:51.413
363122,2012-04-07 08:48:24.842
363121,2012-04-07 08:55:08.435
363121,2012-04-07 08:56:12.718
363131,2012-04-07 09:00:57.42
847042,2012-04-07 09:03:08.829
363132,2012-04-07 09:06:29.712
363132,2012-04-07 09:13:57.953
363132,2012-04-07 09:17:00.499
363121,2012-04-07 09:45:08.615
363121,2012-04-07 09:46:10.554
363122,2012-04-07 09:47:27.338
363131,2012-04-07 09:55:15.398
363131,2012-04-07 10:06:08.971
363131,2012-04-07 10:08:20.136
363132,2012-04-07 10:18:13.882
363132,2012-04-07 10:19:19.362
847042,2012-04-07 10:21:20.941
847041,2012-04-07 10:21:27.818
363131,2012-04-07 10:26:12.547
363131,2012-04-07 10:30:31.889
363121,2012-04-07 10:32:23.423
363131,2012-04-07 10:33:45.147
363131,2012-04-07 10:34:47.296
363131,2012-04-07 10:38:05.909
363131,2012-04-07 10:45:16.903
363121,2012-04-07 10:47:45.886
326072,2012-04-07 10:48:28.728
363121,2012-04-07 10:48:49.912
363131,2012-04-07 10:54:02.596
363132,2012-04-07 10:54:57.269
562231,2012-04-07 10:55:22.234
363131,2012-04-07 10:57:20.424
363121,2012-04-07 10:59:06.986
363122,2012-04-07 11:10:52.334
363121,2012-04-07 11:26:41.529
363122,2012-04-07 11:27:40.752
363122,2012-04-07 11:28:44.237
363122,2012-04-07 11:31:52.104
847041,2012-04-07 11:32:14.279
847042,2012-04-07 11:33:11.644
847041,2012-04-07 11:38:31.168
847041,2012-04-07 11:48:17.105
363122,2012-04-07 12:01:04.764
363121,2012-04-07 12:01:29.919
363122,2012-04-07 12:03:13.015
363121,2012-04-07 12:03:37.735
363122,2012-04-07 12:04:16.757
363131,2012-04-07 12:07:07.655
363131,2012-04-07 12:08:15.665
363131,2012-04-07 12:09:25.166
363131,2012-04-07 12:12:29.799
363122,2012-04-07 12:12:57.559
847041,2012-04-07 12:16:47.048
363122,2012-04-07 12:18:41.221
363121,2012-04-07 12:19:29.83
363122,2012-04-07 12:19:48.399
363122,2012-04-07 12:21:58.569
363131,2012-04-07 12:23:40.042
847042,2012-04-07 12:25:23.642
363122,2012-04-07 12:28:22.192
847042,2012-04-07 12:28:41.967
363132,2012-04-07 12:28:54.945
363122,2012-04-07 12:29:35.626
363122,2012-04-07 12:31:55.134
363131,2012-04-07 12:32:37.531
363122,2012-04-07 12:33:06.81
363131,2012-04-07 12:35:00.915
363131,2012-04-07 12:36:10.097
363121,2012-04-07 12:37:28.929
847041,2012-04-07 12:38:11.345
363132,2012-04-07 12:38:17.12
363131,2012-04-07 12:39:41.507
847041,2012-04-07 12:41:43.663
363121,2012-04-07 12:42:12.012
847042,2012-04-07 12:42:47.712
612311,2012-04-07 12:43:49.786
363131,2012-04-07 12:50:04.612
363131,2012-04-07 12:53:39.627
363131,2012-04-07 12:54:49.109
585061,2012-04-07 12:58:17.824
664232,2012-04-07 13:02:19.478
363131,2012-04-07 13:09:48.126
363131,2012-04-07 13:12:03.183
326072,2012-04-07 13:15:12.965
616241,2012-04-07 13:21:35.697
546273,2012-04-07 13:22:46.872
546271,2012-04-07 13:24:43.822
616231,2012-04-07 13:26:10.988
363131,2012-04-07 13:26:19.961
326062,2012-04-07 13:28:08.587
363122,2012-04-07 13:32:17.485
363131,2012-04-07 13:34:09.959
363122,2012-04-07 13:37:51.573
363132,2012-04-07 13:40:06.525
363122,2012-04-07 13:40:08.741
363122,2012-04-07 13:41:20.746
326062,2012-04-07 13:41:42.58
363121,2012-04-07 13:41:50.652
363131,2012-04-07 13:46:16.11
363121,2012-04-07 13:46:44.24
562252,2012-04-07 13:46:45.187
363121,2012-04-07 13:49:06.202
847042,2012-04-07 13:49:26.852
363121,2012-04-07 13:50:17.122
326062,2012-04-07 13:52:55.394
363121,2012-04-07 13:53:50.66
847042,2012-04-07 13:54:11.207
363121,2012-04-07 13:55:05.701
585032,2012-04-07 13:59:16.444
363132,2012-04-07 14:02:26.414
326081,2012-04-07 14:04:32.541
363122,2012-04-07 14:05:10.084
616241,2012-04-07 14:05:58.844
363122,2012-04-07 14:06:21.567
363122,2012-04-07 14:12:33.844
363122,2012-04-07 14:14:18.886
616241,2012-04-07 14:18:43.813
363131,2012-04-07 14:19:01.617
363122,2012-04-07 14:19:08.864
585052,2012-04-07 14:24:07.15
546272,2012-04-07 14:34:22.518
363121,2012-04-07 14:35:07.897
585032,2012-04-07 14:36:07.722
585051,2012-04-07 14:41:10.252
681251,2012-04-07 14:43:07.427
562252,2012-04-07 14:45:45.464
363122,2012-04-07 14:50:49.471
472281,2012-04-07 14:51:17.465
363122,2012-04-07 14:56:34.309
363122,2012-04-07 14:59:29.754
585052,2012-04-07 14:59:53.218
363122,2012-04-07 15:02:57.135
325032,2012-04-07 15:06:04.012
363122,2012-04-07 15:06:33.592
562231,2012-04-07 15:12:52.652
363122,2012-04-07 15:15:02.21
325032,2012-04-07 15:18:13.663
325032,2012-04-07 15:24:22.707
363122,2012-04-07 15:28:06.916
363121,2012-04-07 15:34:12.975
562242,2012-04-07 15:34:14.097
363122,2012-04-07 15:35:06.732
325042,2012-04-07 15:38:14.186
325032,2012-04-07 15:39:33.409
363122,2012-04-07 16:10:14.269
363121,2012-04-07 16:10:35.309
847031,2012-04-07 16:11:40.78
363131,2012-04-07 16:19:42.278
585052,2012-04-07 16:21:23.398
363121,2012-04-07 16:26:18.659
847041,2012-04-07 16:26:44.951
363121,2012-04-07 16:27:50.377
363131,2012-04-07 16:34:22.56
472281,2012-04-07 16:35:07.611
546272,2012-04-07 16:35:15.556
363131,2012-04-07 16:35:39.051
363131,2012-04-07 16:37:02.495
363121,2012-04-07 16:39:47.6
363131,2012-04-07 16:40:28.682
363132,2012-04-07 16:41:28.366
562252,2012-04-07 16:51:54.319
585031,2012-04-07 16:56:14.515
363131,2012-04-07 16:59:42.109
363122,2012-04-07 17:00:57.227
325042,2012-04-07 17:04:12.423
326082,2012-04-07 17:09:02.455
326072,2012-04-07 17:29:36.31
363121,2012-04-07 17:39:26.544
562241,2012-04-07 17:41:33.966
326081,2012-04-07 17:42:00.227
363121,2012-04-07 17:43:25.675
325052,2012-04-07 17:43:34.557
585032,2012-04-07 17:46:42.045
326071,2012-04-07 17:57:25.528
502271,2012-04-07 18:09:42.337
585031,2012-04-07 18:18:20.371
585052,2012-04-07 18:32:06.266
326071,2012-04-07 18:42:47.856
326072,2012-04-07 19:06:48.45
562231,2012-04-07 19:14:39.716
585032,2012-04-07 19:40:18.349
847031,2012-04-07 19:41:36.446
363122,2012-04-07 19:47:05.554
585051,2012-04-07 19:49:31.773
326071,2012-04-07 19:54:23.837
325042,2012-04-07 19:55:47.329
585051,2012-04-07 19:59:26.385
562252,2012-04-07 20:02:44.676
542301,2012-04-07 20:14:35.199
363121,2012-04-07 20:29:38.142
363121,2012-04-07 20:36:39.308
585052,2012-04-07 20:37:53.614
363121,2012-04-07 20:40:07.998
585031,2012-04-07 20:46:17.333
363131,2012-04-07 21:00:45.058
847042,2012-04-07 21:00:53.473
847041,2012-04-07 21:01:00.265
326072,2012-04-07 21:01:07.65
326061,2012-04-07 21:01:17.534
363132,2012-04-07 21:03:33.073
363131,2012-04-07 21:04:26.393
847041,2012-04-07 21:04:41.646
363131,2012-04-07 21:09:21.305
363132,2012-04-07 21:09:41.649
363121,2012-04-07 21:17:08.336
363121,2012-04-07 21:19:38.446
847042,2012-04-07 21:22:33.573
585032,2012-04-07 21:23:16.557
363132,2012-04-07 21:23:59.054
363131,2012-04-07 21:25:24.927
363121,2012-04-07 21:28:19.464
363131,2012-04-07 21:32:45.563
542301,2012-04-07 21:34:20.977
562241,2012-04-07 21:37:51.817
363132,2012-04-07 21:44:49.273
363132,2012-04-07 21:49:46.013
363131,2012-04-07 21:49:59.374
363131,2012-04-07 21:51:16.769
363131,2012-04-07 21:52:32.515
363132,2012-04-07 21:56:10.086
325052,2012-04-07 21:57:12.412
363131,2012-04-07 21:57:40.763
363132,2012-04-07 21:58:59.558
363131,2012-04-07 21:59:12.073
325032,2012-04-07 22:11:54.277
585051,2012-04-07 22:11:54.979
585041,2012-04-07 22:12:06.268
326072,2012-04-07 22:13:34.191
562242,2012-04-07 22:17:28.384
326032,2012-04-07 22:24:12.808
847031,2012-04-07 22:26:53.975
363122,2012-04-07 22:28:39.905
325032,2012-04-07 22:31:28.631
847042,2012-04-07 22:39:43.238
363122,2012-04-07 22:44:09.133
363121,2012-04-07 23:14:04.765
326072,2012-04-07 23:25:47.022
472281,2012-04-07 23:26:15.862
562231,2012-04-07 23:30:47.108
847031,2012-04-07 23:32:37.59
326081,2012-04-07 23:38:48.88
363121,2012-04-07 23:51:56.855
326061,2012-04-07 23:54:21.213
542301,2012-04-07 23:54:27.147
847031,2012-04-08 00:01:54.007
546281,2012-04-08 00:10:09.638
847042,2012-04-08 00:10:53.575
847041,2012-04-08 00:15:44.547
546281,2012-04-08 00:23:23.374
847042,2012-04-08 00:26:02.322
326052,2012-04-08 00:29:11.449
363121,2012-04-08 00:29:16.773
847042,2012-04-08 00:37:55.869
847041,2012-04-08 00:38:02.52
542301,2012-04-08 00:41:03.594
363121,2012-04-08 00:42:19.958
502282,2012-04-08 00:43:07.428
472281,2012-04-08 00:59:10.501
847042,2012-04-08 00:59:22.446
